filename,ground_truth,normalized_transcripts,domain
5348024557507376_f754_chunk_2_subchunk_1.wav,chin कन के पास खेल को पहुँचने के लिए जागरूकता कार्यक्रम भी आयोजित करता during है,chin कन के पास खेल को पहुँचने के लिए जागरूकता कार्यक्रम भी आयोजित करता during है,"Based on the given transcript, the general domain of the speech dataset appears to be 'Education' or more specifically, 'Sports Education'. However, considering the context of ""जागरूकता कार्यक्रम"" (awareness program) and the mention of ""खेल"" (sports), a more suitable domain would be 'Sports'."
5348024557507379_f2201_chunk_0_subchunk_1.wav,जब आप वार्षिक विवरण पढ़ते हैं हैं विशेष रूप से यदि आप कम्पनी से aprichit हैं तब आपको यहाँ से शुरुआत krnee चाहिए,जब आप वार्षिक विवरण पढ़ते हैं हैं विशेष रूप से यदि आप कम्पनी से aprichit हैं तब आपको यहाँ से शुरुआत krnee चाहिए,वित्त
5348024557507383_f913_chunk_0_subchunk_1.wav,जितनी जल्दी हो सके ऑर्डर तैयार तैयार करो,जितनी जल्दी हो सके ऑर्डर तैयार तैयार करो,कॉल सेंटर
5348024557507385_f912_chunk_0_subchunk_1.wav,से ताज़ा ख़बर क्या,से ताज़ा ख़बर क्या,News
5348024557507386_f1627_chunk_0_subchunk_1.wav,मुझे प्राप्त दो पाउच [Pouch] त्रेहा सैलेक्ट [Select] पैरि [Peri] पैरि [Peri] चीकन [Chicken] वींग्स [Wings] के ऑर्डर [Order] में मात्रा सही नहीं है,मुझे प्राप्त दो पाउच  त्रेहा सैलेक्ट  पैरि  पैरि  चीकन  वींग्स  के ऑर्डर  में मात्रा सही नहीं है,"Based on the given Hindi transcript, the general domain of the speech dataset appears to be 'Customer Service' or more specifically, 'Complaint'. However, considering the context of ordering and receiving products, a more suitable domain would be 'Customer Support' related to 'Food' or 'Order'. 

A more concise answer would be 'Complaint' or 'Customer'. But given the context of the conversation, the most suitable domain is 'Complaint' related to a 'Food Order'. 

So, the domain as a one- or two-word phrase is: 'Customer Complaint' 

However, considering the context of the conversation and the fact that it seems to be related to a specific issue with an order, a more suitable answer would be: 'Complaint' or 'Food'. 

The most suitable domain is: 'Complaint'."
5348024557507389_f1880_chunk_0_subchunk_1.wav,क्रेयॉ[START]न<b> [#$%Crayon] के ऑफ़र [Offer] वाल</b>े सभी ब्रांडों की सूची बनाएँ,क्रेयॉनb  के ऑफ़र  वाल/bे सभी ब्रांडों की सूची बनाएँ,एड्स/विज्ञापन
5348024557507390_f1881_chunk_0_subchunk_1.wav,एयरटेल मनी पर मेरी[START] संपर्क#$% सूची के,एयरटेल मनी पर मेरी संपर्क सूची के,बैंकिंग/वित्त
5348024557507393_f2141_chunk_0_subchunk_1.wav,यह बिल्कुल गलत है।।करें स्कैन को कोड आर क्यू लिए के करने,यह बिल्कुल गलत है।।करें स्कैन को कोड आर क्यू लिए के करने,मेडिकल/स्वास्थ्य
5348024557507394_f1064_chunk_0_subchunk_1.wav,सात तीन एक छः शून्य तीन पाँच आठ शून्य दो शून्य सात शून्य दो शून्य दो एम हेच डी आई आवेदन पंजीकृत।यह बिल्कुल गलत है। एकदम सही बात है,सात तीन एक छः शून्य तीन पाँच आठ शून्य दो शून्य सात शून्य दो शून्य दो एम हेच डी आई आवेदन पंजीकृत।यह बिल्कुल गलत है। एकदम सही बात है,"Based on the given Hindi transcript, the general domain of the speech dataset appears to be 'Call Center' or 'Customer Support', as it seems to involve a conversation about an application registration number and a discussion about the correctness of the information. However, a more specific domain can be 'Call Center'. 

The best answer is 'Call Center'."
5348024557507394_f1064_chunk_1_subchunk_1.wav,और जन्मतिथि system बारह पाँच दो हज़ार बाईस के लिए सभी ताजा छात्रवृत्ति आवेदन ढूंढ़ें एकदम सही बात है,और जन्मतिथि system बारह पाँच दो हज़ार बाईस के लिए सभी ताजा छात्रवृत्ति आवेदन ढूंढ़ें एकदम सही बात है,शिक्षा
