Filename,Valid_Extension
5348024557504231_f731_chunk_4_subchunk_1_QC1_1_format_conversion_QC1_5_upsampling_simulation.wav,True
5348024557503765_f215_chunk_18_subchunk_1_QC1_1_format_conversion_QC1_4_silence_insertion.wav,True
5348024557504706_f525_chunk_13_subchunk_1_QC1_1_format_conversion_QC1_4_silence_insertion.wav,True
5348024557503788_f1105_chunk_0_subchunk_1_QC1_1_format_conversion_QC1_3_sample_rate_reduction.wav,True
5348024557504175_f586_chunk_8_subchunk_1_QC1_1_format_conversion_QC1_5_upsampling_simulation.wav,True
5348024557503973_f2075_chunk_0_subchunk_1_QC1_1_format_conversion_QC1_5_upsampling_simulation.wav,True
5348024557504231_f731_chunk_8_subchunk_1_QC1_1_format_conversion_QC1_5_upsampling_simulation.wav,True
5348024557503939_f356_chunk_2_subchunk_1_QC1_4_silence_insertion_QC1_5_upsampling_simulation.wav,True
5348024557504231_f731_chunk_11_subchunk_1_QC1_1_format_conversion_QC1_4_silence_insertion.wav,True
5348024557504019_f830_chunk_0_subchunk_1_QC1_1_format_conversion_QC1_2_corrupt_simulation.mp3,False
5348024557504411_f143_chunk_2_subchunk_1_QC1_3_sample_rate_reduction_QC1_4_silence_insertion.wav,True
5348024557503773_f376_chunk_16_subchunk_1_QC1_1_format_conversion_QC1_3_sample_rate_reduction.wav,True
5348024557504075_f1659_chunk_0_subchunk_1_QC1_1_format_conversion_QC1_5_upsampling_simulation.wav,True
5348024557504233_f168_chunk_29_subchunk_1_QC1_1_format_conversion_QC1_4_silence_insertion.wav,True
5348024557504754_f596_chunk_0_subchunk_1_QC1_1_format_conversion_QC1_3_sample_rate_reduction.wav,True
5348024557503765_f215_chunk_44_subchunk_1_QC1_1_format_conversion_QC1_5_upsampling_simulation.wav,True
5348024557503762_f377_chunk_0_subchunk_1_QC1_3_sample_rate_reduction_QC1_4_silence_insertion.wav,True
5348024557504220_f169_chunk_9_subchunk_1_QC1_3_sample_rate_reduction_QC1_4_silence_insertion.wav,True
5348024557503968_f1119_chunk_0_subchunk_1_QC1_1_format_conversion_QC1_5_upsampling_simulation.wav,True
5348024557504242_f723_chunk_13_subchunk_1_QC1_4_silence_insertion_QC1_5_upsampling_simulation.wav,True
5348024557503847_f794_chunk_0_subchunk_1_QC1_1_format_conversion_QC1_4_silence_insertion.wav,True
5348024557504576_f576_chunk_5_subchunk_1_QC1_1_format_conversion_QC1_5_upsampling_simulation.wav,True
5348024557504576_f576_chunk_6_subchunk_1_QC1_1_format_conversion_QC1_3_sample_rate_reduction.wav,True
5348024557503815_f497_chunk_1_subchunk_1_QC1_1_format_conversion_QC1_3_sample_rate_reduction.wav,True
5348024557504711_f1609_chunk_0_subchunk_1_QC1_3_sample_rate_reduction_QC1_5_upsampling_simulation.wav,True
5348024557504121_f220_chunk_12_subchunk_1_QC1_1_format_conversion_QC1_3_sample_rate_reduction.wav,True
5348024557503950_f359_chunk_3_subchunk_1_QC1_1_format_conversion_QC1_5_upsampling_simulation.wav,True
5348024557504175_f586_chunk_1_subchunk_1_QC1_1_format_conversion_QC1_3_sample_rate_reduction.wav,True
5348024557503784_f1562_chunk_0_subchunk_1_QC1_4_silence_insertion_QC1_5_upsampling_simulation.wav,True
5348024557504660_f1721_chunk_0_subchunk_1_QC1_3_sample_rate_reduction_QC1_4_silence_insertion.wav,True
5348024557504677_f1728_chunk_0_subchunk_1_QC1_3_sample_rate_reduction_QC1_5_upsampling_simulation.wav,True
5348024557504216_f972_chunk_0_subchunk_1_QC1_3_sample_rate_reduction_QC1_5_upsampling_simulation.wav,True
5348024557503893_f609_chunk_4_subchunk_1_QC1_1_format_conversion_QC1_3_sample_rate_reduction.wav,True
5348024557504081_f1380_chunk_0_subchunk_1_QC1_4_silence_insertion_QC1_5_upsampling_simulation.wav,True
5348024557504585_f333_chunk_0_subchunk_1_QC1_1_format_conversion_QC1_4_silence_insertion.wav,True
5348024557503765_f215_chunk_62_subchunk_1_QC1_1_format_conversion_QC1_3_sample_rate_reduction.wav,True
5348024557503941_f706_chunk_0_subchunk_1_QC1_1_format_conversion_QC1_4_silence_insertion.wav,True
5348024557504703_f634_chunk_7_subchunk_1_QC1_4_silence_insertion_QC1_5_upsampling_simulation.wav,True
5348024557504069_f491_chunk_0_subchunk_1_QC1_4_silence_insertion_QC1_5_upsampling_simulation.wav,True
5348024557503899_f1038_chunk_0_subchunk_1_QC1_1_format_conversion_QC1_2_corrupt_simulation.mp3,False
5348024557503765_f215_chunk_16_subchunk_1_QC1_3_sample_rate_reduction_temp.wav,True
5348024557504274_f1249_chunk_0_subchunk_1_QC1_1_format_conversion_QC1_2_corrupt_simulation.mp3,False
5348024557504790_f1291_chunk_0_subchunk_1_QC1_1_format_conversion_QC1_3_sample_rate_reduction.wav,True
5348024557503933_f704_chunk_0_subchunk_1_QC1_1_format_conversion_QC1_5_upsampling_simulation.wav,True
5348024557504221_f167_chunk_3_subchunk_1_QC1_4_silence_insertion_QC1_5_upsampling_simulation.wav,True
5348024557504161_f468_chunk_0_subchunk_1_QC1_3_sample_rate_reduction_QC1_5_upsampling_simulation.wav,True
