File Name,Number of Speakers,Speaker Durations
5348024557504799_f422_chunk_1_subchunk_1_4_3_1.mp3,2,"{""SPEAKER_01"": 0.0024, ""SPEAKER_00"": 0.0006}"
5348024557504799_f422_chunk_1_subchunk_1_4_3_1.wav,2,"{""SPEAKER_01"": 0.0024, ""SPEAKER_00"": 0.0006}"
5348024557504799_f422_chunk_2_subchunk_1_3_5_4_1.mp3,1,"{""SPEAKER_00"": 0.0012}"
5348024557504799_f422_chunk_2_subchunk_1_3_5_4_1.wav,1,"{""SPEAKER_00"": 0.0012}"
5348024557504799_f422_chunk_3_subchunk_1_3_5_1.mp3,1,"{""SPEAKER_00"": 0.0022}"
5348024557504799_f422_chunk_3_subchunk_1_3_5_1.wav,1,"{""SPEAKER_00"": 0.0022}"
5348024557504799_f422_chunk_4_subchunk_1_5_3_1.mp3,1,"{""SPEAKER_00"": 0.0022}"
5348024557504799_f422_chunk_4_subchunk_1_5_3_1.wav,1,"{""SPEAKER_00"": 0.0022}"
5348024557504799_f422_chunk_5_subchunk_1_4_5_1.mp3,2,"{""SPEAKER_00"": 0.0015, ""SPEAKER_01"": 0.0005}"
5348024557504799_f422_chunk_5_subchunk_1_4_5_1.wav,2,"{""SPEAKER_00"": 0.0015, ""SPEAKER_01"": 0.0005}"
5348024557504799_f422_chunk_6_subchunk_1_5_3_4.wav,2,"{""SPEAKER_00"": 0.001, ""SPEAKER_01"": 0.0001}"
5348024557504799_f422_chunk_7_subchunk_1_4_5_3.wav,1,"{""SPEAKER_00"": 0.0013}"
5348024557504799_f422_chunk_8_subchunk_1_5_3_1.mp3,1,"{""SPEAKER_00"": 0.0038}"
5348024557504799_f422_chunk_8_subchunk_1_5_3_1.wav,1,"{""SPEAKER_00"": 0.0038}"
5348024557504802_f200_chunk_0_subchunk_1_4_5_3_1.mp3,2,"{""SPEAKER_00"": 0.0008, ""SPEAKER_01"": 0.0004}"
5348024557504802_f200_chunk_0_subchunk_1_4_5_3_1.wav,1,"{""SPEAKER_00"": 0.0012}"
5348024557504806_f21_chunk_0_subchunk_1_5_4_1.mp3,1,"{""SPEAKER_00"": 0.0012}"
5348024557504806_f21_chunk_0_subchunk_1_5_4_1.wav,2,"{""SPEAKER_01"": 0.0007, ""SPEAKER_00"": 0.0005}"
5348024557504807_f23_chunk_0_subchunk_1_4_5_3_1.mp3,1,"{""SPEAKER_00"": 0.0012}"
5348024557504807_f23_chunk_0_subchunk_1_4_5_3_1.wav,1,"{""SPEAKER_00"": 0.0012}"
5348024557504807_f23_chunk_1_subchunk_1_4_5_3_1.mp3,1,"{""SPEAKER_00"": 0.0002}"
5348024557504807_f23_chunk_1_subchunk_1_4_5_3_1.wav,1,"{""SPEAKER_00"": 0.0002}"
5348024557504811_f482_chunk_0_subchunk_1_3_4_5_1.mp3,2,"{""SPEAKER_00"": 0.003, ""SPEAKER_01"": 0.0003}"
5348024557504811_f482_chunk_0_subchunk_1_3_4_5_1.wav,2,"{""SPEAKER_01"": 0.0028, ""SPEAKER_00"": 0.0006}"
5348024557504811_f482_chunk_1_subchunk_1_3_5_1.mp3,1,"{""SPEAKER_00"": 0.0003}"
5348024557504811_f482_chunk_1_subchunk_1_3_5_1.wav,1,"{""SPEAKER_00"": 0.0003}"
5348024557504811_f482_chunk_2_subchunk_1_4_5_3_1.mp3,2,"{""SPEAKER_00"": 0.0028, ""SPEAKER_01"": 0.0004}"
5348024557504811_f482_chunk_2_subchunk_1_4_5_3_1.wav,3,"{""SPEAKER_00"": 0.0028, ""SPEAKER_02"": 0.0004, ""SPEAKER_01"": 0.0}"
5348024557504811_f482_chunk_3_subchunk_1_3_4_1.mp3,4,"{""SPEAKER_00"": 0.004, ""SPEAKER_03"": 0.0001, ""SPEAKER_02"": 0.0001, ""SPEAKER_01"": 0.0002}"
5348024557504811_f482_chunk_3_subchunk_1_3_4_1.wav,3,"{""SPEAKER_00"": 0.004, ""SPEAKER_02"": 0.0001, ""SPEAKER_01"": 0.0002}"
5348024557504811_f482_chunk_4_subchunk_1_5_4_3_1.mp3,2,"{""SPEAKER_00"": 0.0018, ""SPEAKER_01"": 0.0002}"
5348024557504811_f482_chunk_4_subchunk_1_5_4_3_1.wav,2,"{""SPEAKER_00"": 0.0018, ""SPEAKER_01"": 0.0002}"
5348024557504811_f482_chunk_5_subchunk_1_4_3_5_1.mp3,2,"{""SPEAKER_01"": 0.0029, ""SPEAKER_00"": 0.0006}"
5348024557504811_f482_chunk_5_subchunk_1_4_3_5_1.wav,2,"{""SPEAKER_01"": 0.0029, ""SPEAKER_00"": 0.0006}"
5348024557504811_f482_chunk_6_subchunk_1_5_4_3.wav,2,"{""SPEAKER_00"": 0.0037, ""SPEAKER_01"": 0.0001}"
5348024557504811_f482_chunk_7_subchunk_1_3_4_1.mp3,2,"{""SPEAKER_00"": 0.0011, ""SPEAKER_01"": 0.001}"
5348024557504811_f482_chunk_7_subchunk_1_3_4_1.wav,2,"{""SPEAKER_00"": 0.0011, ""SPEAKER_01"": 0.001}"
5348024557504819_f22_chunk_0_subchunk_1_4_5_3.wav,2,"{""SPEAKER_01"": 0.0006, ""SPEAKER_00"": 0.001}"
5348024557504819_f22_chunk_1_subchunk_1_4_5_1.mp3,3,"{""SPEAKER_02"": 0.0003, ""SPEAKER_01"": 0.0003, ""SPEAKER_00"": 0.0011}"
5348024557504819_f22_chunk_1_subchunk_1_4_5_1.wav,2,"{""SPEAKER_01"": 0.0006, ""SPEAKER_00"": 0.0011}"
5348024557504819_f22_chunk_2_subchunk_1_4_3_1.mp3,2,"{""SPEAKER_00"": 0.003, ""SPEAKER_01"": 0.0003}"
5348024557504819_f22_chunk_2_subchunk_1_4_3_1.wav,2,"{""SPEAKER_00"": 0.003, ""SPEAKER_01"": 0.0003}"
5348024557504819_f22_chunk_3_subchunk_1_3_5_4_1.mp3,2,"{""SPEAKER_00"": 0.0011, ""SPEAKER_01"": 0.0008}"
5348024557504819_f22_chunk_3_subchunk_1_3_5_4_1.wav,2,"{""SPEAKER_00"": 0.0011, ""SPEAKER_01"": 0.0008}"
5348024557504819_f22_chunk_4_subchunk_1_5_4_3_1.mp3,1,"{""SPEAKER_00"": 0.0018}"
5348024557504819_f22_chunk_4_subchunk_1_5_4_3_1.wav,1,"{""SPEAKER_00"": 0.0018}"
5348024557504819_f22_chunk_5_subchunk_1_5_3_4.wav,2,"{""SPEAKER_01"": 0.0016, ""SPEAKER_00"": 0.0008}"
5348024557504819_f22_chunk_6_subchunk_1_5_3_1.mp3,1,"{""SPEAKER_00"": 0.0025}"
5348024557504819_f22_chunk_6_subchunk_1_5_3_1.wav,1,"{""SPEAKER_00"": 0.0025}"
5348024557504819_f22_chunk_7_subchunk_1_4_5_3_1.mp3,2,"{""SPEAKER_00"": 0.0029, ""SPEAKER_01"": 0.0004}"
5348024557504819_f22_chunk_7_subchunk_1_4_5_3_1.wav,2,"{""SPEAKER_00"": 0.0029, ""SPEAKER_01"": 0.0004}"
5348024557504819_f22_chunk_8_subchunk_1_3_5_4.wav,2,"{""SPEAKER_00"": 0.0044, ""SPEAKER_01"": 0.0}"
5348024557504827_f1904_chunk_0_subchunk_1_3_5_4_1.mp3,1,"{""SPEAKER_00"": 0.0014}"
5348024557504827_f1904_chunk_0_subchunk_1_3_5_4_1.wav,1,"{""SPEAKER_00"": 0.0014}"
5348024557504829_f2209_chunk_0_subchunk_1_3_5_4.wav,3,"{""SPEAKER_01"": 0.0033, ""SPEAKER_02"": 0.0, ""SPEAKER_00"": 0.0002}"
5348024557504831_f923_chunk_0_subchunk_1_5_3_4_1.mp3,1,"{""SPEAKER_00"": 0.0004}"
5348024557504831_f923_chunk_0_subchunk_1_5_3_4_1.wav,1,"{""SPEAKER_00"": 0.0004}"
5348024557504833_f1908_chunk_0_subchunk_1_3_5_4_1.mp3,1,"{""SPEAKER_00"": 0.0009}"
5348024557504833_f1908_chunk_0_subchunk_1_3_5_4_1.wav,1,"{""SPEAKER_00"": 0.0009}"
5348024557504836_f1611_chunk_0_subchunk_1_5_3_1.mp3,1,"{""SPEAKER_00"": 0.0014}"
5348024557504836_f1611_chunk_0_subchunk_1_5_3_1.wav,1,"{""SPEAKER_00"": 0.0014}"
5348024557504837_f2210_chunk_0_subchunk_1_5_4_1.mp3,2,"{""SPEAKER_00"": 0.0017, ""SPEAKER_01"": 0.0005}"
5348024557504837_f2210_chunk_0_subchunk_1_5_4_1.wav,2,"{""SPEAKER_00"": 0.0017, ""SPEAKER_01"": 0.0005}"
5348024557504840_f1906_chunk_0_subchunk_1_3_5_1.mp3,1,"{""SPEAKER_00"": 0.0051}"
5348024557504840_f1906_chunk_0_subchunk_1_3_5_1.wav,1,"{""SPEAKER_00"": 0.0051}"
5348024557504841_f1682_chunk_0_subchunk_1_4_5_3_1.mp3,2,"{""SPEAKER_01"": 0.0008, ""SPEAKER_00"": 0.001}"
5348024557504841_f1682_chunk_0_subchunk_1_4_5_3_1.wav,2,"{""SPEAKER_01"": 0.0008, ""SPEAKER_00"": 0.001}"
5348024557504844_f1907_chunk_0_subchunk_1_5_3_4_1.mp3,2,"{""SPEAKER_01"": 0.0019, ""SPEAKER_00"": 0.001}"
5348024557504844_f1907_chunk_0_subchunk_1_5_3_4_1.wav,2,"{""SPEAKER_00"": 0.0028, ""SPEAKER_01"": 0.0002}"
5348024557504845_f1683_chunk_0_subchunk_1_5_4_3_1.mp3,2,"{""SPEAKER_00"": 0.0049, ""SPEAKER_01"": 0.0003}"
5348024557504845_f1683_chunk_0_subchunk_1_5_4_3_1.wav,2,"{""SPEAKER_00"": 0.0049, ""SPEAKER_01"": 0.0003}"
5348024557504849_f2211_chunk_0_subchunk_1_4_3_1.mp3,1,"{""SPEAKER_00"": 0.0002}"
5348024557504849_f2211_chunk_0_subchunk_1_4_3_1.wav,1,"{""SPEAKER_00"": 0.0002}"
5348024557504855_f924_chunk_0_subchunk_1_4_3_5.wav,2,"{""SPEAKER_01"": 0.0, ""SPEAKER_00"": 0.0002}"
5348024557504857_f129_chunk_0_subchunk_1_5_4_3.wav,2,"{""SPEAKER_01"": 0.0011, ""SPEAKER_00"": 0.0012}"
