Filename,Audio_length
5348024557502740_f961_chunk_0_subchunk_1_QC1_1_format_conversion.wav,12.044036281179139
5348024557503255_f588_chunk_8_subchunk_1_QC1_3_sample_rate_reduction.wav,5.343038548752834
5348024557502897_f251_chunk_14_subchunk_1_QC1_1_format_conversion.wav,7.596009070294785
5348024557503011_f551_chunk_3_subchunk_1_QC1_2_corrupt_simulation.wav,
5348024557502913_f1625_chunk_0_subchunk_1_QC1_1_format_conversion.wav,5.973015873015873
5348024557502866_f1650_chunk_0_subchunk_1_QC1_1_format_conversion.mp3,4.495011337868481
5348024557502907_f252_chunk_2_subchunk_1_QC1_1_format_conversion.mp3,4.76702947845805
5348024557503363_f458_chunk_3_subchunk_1_QC1_3_sample_rate_reduction.wav,18.61002267573696
5348024557502897_f251_chunk_4_subchunk_1_QC1_1_format_conversion.wav,15.078004535147393
5348024557503298_f741_chunk_0_subchunk_1_QC1_3_sample_rate_reduction.wav,7.6840362811791385
5348024557503068_f185_chunk_6_subchunk_1_QC1_2_corrupt_simulation.wav,
5348024557502973_f1799_chunk_0_subchunk_1_QC1_2_corrupt_simulation.wav,
5348024557503015_f306_chunk_7_subchunk_1_QC1_2_corrupt_simulation.wav,
5348024557503716_f15_chunk_0_subchunk_1_QC1_5_upsampling_simulation.wav,13.983038548752834
5348024557503117_f673_chunk_1_subchunk_1_QC1_2_corrupt_simulation.wav,
5348024557503451_f1329_chunk_0_subchunk_1_QC1_4_silence_insertion.wav,37.40303854875283
5348024557503656_f273_chunk_2_subchunk_1_QC1_5_upsampling_simulation.wav,9.951020408163265
5348024557502784_f400_chunk_15_subchunk_1_QC1_1_format_conversion.wav,7.359002267573696
5348024557503536_f353_chunk_2_subchunk_1_QC1_4_silence_insertion.wav,32.77002267573696
5348024557503661_f632_chunk_2_subchunk_1_QC1_5_upsampling_simulation.wav,1.6620408163265306
5348024557503484_f209_chunk_8_subchunk_1_QC1_4_silence_insertion.wav,35.823038548752834
5348024557503549_f580_chunk_6_subchunk_1_QC1_4_silence_insertion.wav,35.96204081632653
5348024557503068_f185_chunk_1_subchunk_1_QC1_2_corrupt_simulation.wav,
5348024557503052_f760_chunk_0_subchunk_1_QC1_2_corrupt_simulation.wav,
5348024557502778_f403_chunk_17_subchunk_1_QC1_1_format_conversion.wav,4.383038548752834
5348024557503428_f206_chunk_6_subchunk_1_QC1_4_silence_insertion.wav,30.831020408163266
5348024557503365_f365_chunk_4_subchunk_1_QC1_3_sample_rate_reduction.wav,5.343038548752834
5348024557502778_f403_chunk_5_subchunk_1_QC1_1_format_conversion.wav,8.330022675736961
5348024557502910_f242_chunk_1_subchunk_1_QC1_1_format_conversion.mp3,10.239002267573696
5348024557503661_f632_chunk_4_subchunk_1_QC1_5_upsampling_simulation.wav,10.143038548752834
5348024557502910_f242_chunk_0_subchunk_1_QC1_1_format_conversion.wav,4.863038548752835
5348024557502845_f262_chunk_0_subchunk_1_QC1_1_format_conversion.mp3,6.591020408163265
5348024557503119_f331_chunk_2_subchunk_1_QC1_2_corrupt_simulation.wav,
5348024557503596_f133_chunk_11_subchunk_1_QC1_5_upsampling_simulation.wav,6.2070294784580495
5348024557503117_f673_chunk_0_subchunk_1_QC1_2_corrupt_simulation.wav,
5348024557503164_f900_chunk_0_subchunk_1_QC1_3_sample_rate_reduction.wav,13.471020408163266
5348024557503060_f405_chunk_1_subchunk_1_QC1_2_corrupt_simulation.wav,
5348024557502906_f625_chunk_7_subchunk_1_QC1_1_format_conversion.wav,13.69501133786848
5348024557502896_f496_chunk_5_subchunk_1_QC1_1_format_conversion.wav,6.482947845804989
5348024557503366_f114_chunk_3_subchunk_1_QC1_3_sample_rate_reduction.wav,4.095011337868481
5348024557503082_f186_chunk_6_subchunk_1_QC1_2_corrupt_simulation.wav,
5348024557502910_f242_chunk_2_subchunk_1_QC1_1_format_conversion.wav,9.56702947845805
5348024557503460_f1333_chunk_0_subchunk_1_QC1_4_silence_insertion.wav,30.831020408163266
5348024557502757_f2030_chunk_0_subchunk_1_QC1_1_format_conversion.mp3,9.94204081632653
5348024557503015_f306_chunk_2_subchunk_1_QC1_2_corrupt_simulation.wav,
5348024557502897_f251_chunk_11_subchunk_1_QC1_1_format_conversion.wav,5.72702947845805
5348024557502778_f403_chunk_11_subchunk_1_QC1_1_format_conversion.mp3,8.031020408163265
5348024557503736_f1693_chunk_0_subchunk_1_QC1_5_upsampling_simulation.wav,9.526031746031746
5348024557503366_f114_chunk_7_subchunk_1_QC1_3_sample_rate_reduction.wav,14.65501133786848
5348024557503367_f364_chunk_14_subchunk_1_QC1_3_sample_rate_reduction.wav,11.072789115646259
5348024557502784_f400_chunk_13_subchunk_1_QC1_1_format_conversion.mp3,12.063038548752834
5348024557502910_f242_chunk_12_subchunk_1_QC1_1_format_conversion.mp3,5.343038548752834
5348024557502907_f252_chunk_0_subchunk_1_QC1_1_format_conversion.wav,4.094965986394558
5348024557503068_f185_chunk_8_subchunk_1_QC1_2_corrupt_simulation.wav,
5348024557503090_f1888_chunk_0_subchunk_1_QC1_2_corrupt_simulation.wav,
5348024557503691_f1261_chunk_0_subchunk_1_QC1_5_upsampling_simulation.wav,0.5350113378684808
5348024557502908_f494_chunk_3_subchunk_1_QC1_1_format_conversion.mp3,5.439002267573696
5348024557502832_f226_chunk_2_subchunk_1_QC1_1_format_conversion.mp3,2.2420408163265306
5348024557502832_f226_chunk_0_subchunk_1_QC1_1_format_conversion.wav,4.959002267573696
5348024557503534_f354_chunk_5_subchunk_1_QC1_4_silence_insertion.wav,31.503038548752833
5348024557503192_f254_chunk_5_subchunk_1_QC1_3_sample_rate_reduction.wav,2.84702947845805
5348024557503734_f1694_chunk_0_subchunk_1_QC1_5_upsampling_simulation.wav,7.52204081632653
5348024557503409_f30_chunk_6_subchunk_1_QC1_4_silence_insertion.wav,30.517006802721088
5348024557503656_f273_chunk_11_subchunk_1_QC1_5_upsampling_simulation.wav,12.385034013605441
5348024557503082_f186_chunk_8_subchunk_1_QC1_2_corrupt_simulation.wav,
5348024557502897_f251_chunk_4_subchunk_1_QC1_1_format_conversion.mp3,15.078004535147393
5348024557503604_f750_chunk_24_subchunk_1_QC1_5_upsampling_simulation.wav,5.439002267573696
5348024557503365_f365_chunk_7_subchunk_1_QC1_3_sample_rate_reduction.wav,11.198004535147392
5348024557503640_f503_chunk_1_subchunk_1_QC1_5_upsampling_simulation.wav,8.593015873015872
5348024557503161_f1569_chunk_0_subchunk_1_QC1_3_sample_rate_reduction.wav,12.788027210884353
5348024557503583_f464_chunk_0_subchunk_1_QC1_4_silence_insertion.wav,39.08702947845805
5348024557503560_f1925_chunk_0_subchunk_1_QC1_4_silence_insertion.wav,33.21700680272109
5348024557502778_f403_chunk_0_subchunk_1_QC1_1_format_conversion.mp3,10.04702947845805
5348024557503361_f113_chunk_1_subchunk_1_QC1_3_sample_rate_reduction.wav,21.759002267573695
5348024557502874_f1513_chunk_0_subchunk_1_QC1_1_format_conversion.mp3,13.69501133786848
5348024557503141_f123_chunk_1_subchunk_1_QC1_3_sample_rate_reduction.wav,14.751020408163265
5348024557503604_f750_chunk_21_subchunk_1_QC1_5_upsampling_simulation.wav,7.455011337868481
5348024557503083_f1_chunk_6_subchunk_1_QC1_2_corrupt_simulation.wav,
5348024557503486_f36_chunk_4_subchunk_1_QC1_4_silence_insertion.wav,46.4790022675737
5348024557502910_f242_chunk_6_subchunk_1_QC1_1_format_conversion.wav,8.031020408163265
5348024557502908_f494_chunk_6_subchunk_1_QC1_1_format_conversion.wav,5.535011337868481
5348024557502975_f1088_chunk_0_subchunk_1_QC1_2_corrupt_simulation.wav,
5348024557503072_f263_chunk_3_subchunk_1_QC1_2_corrupt_simulation.wav,
5348024557503117_f673_chunk_2_subchunk_1_QC1_2_corrupt_simulation.wav,
5348024557503428_f206_chunk_5_subchunk_1_QC1_4_silence_insertion.wav,39.95102040816327
