filename,ground_truth,normalized_transcripts,domain
5348024557506147_f694_chunk_9_subchunk_1.wav,खुला,खुला,"Based on the given normalized Hindi transcript ""खुला"", I would determine the general domain of the speech dataset as ""Interview"". 

The word ""खुला"" is an adjective in Hindi that means ""open"" or ""honest"". In an interview setting, a speaker might be asked to be open or honest about their thoughts or opinions. This word could be used in response to a question that requires the speaker to be candid or transparent."
5348024557506151_f743_chunk_0_subchunk_1.wav,मेरे राज्य गुजरात में एन्टर्टेनमेन्ट इन्डस्ट्री,मेरे राज्य गुजरात में एन्टर्टेनमेन्ट इन्डस्ट्री,"Based on the given transcript, I would categorize the domain as 'Interview' or 'Conversation'. However, considering the context of the words used, 'Interview' seems more likely. The mention of 'राज्य' (state) and 'एन्टर्टेनमेन्ट इन्डस्ट्री' (entertainment industry) suggests a formal discussion or interview, possibly for a media outlet or a publication related to the entertainment industry."
5348024557506151_f743_chunk_1_subchunk_1.wav,वह है गुजराती फ़िल्म इंडस्ट्री को कैसे खड़ा किया जा सके पिछले दस बारह सालों से यह प्रयास,वह है गुजराती फ़िल्म इंडस्ट्री को कैसे खड़ा किया जा सके पिछले दस बारह सालों से यह प्रयास,"आधारित विश्लेषण के बाद, मैं इस हिंदी ट्रांसक्रिप्ट के डोमेन को 'इंटरव्यू' कहूंगा।"
5348024557506151_f743_chunk_2_subchunk_1.wav,के प्रयास किए हैं लेकिन ज़्यादातर ऐसा,के प्रयास किए हैं लेकिन ज़्यादातर ऐसा,"आधारित परीक्षण के आधार पर, मैं इस नॉर्मलाइज़ किए गए हिंदी ट्रांसक्रिप्ट का विश्लेषण करता हूं और यह निष्कर्ष निकालता हूं कि यह 'संवाद' या 'Conversation' के क्षेत्र से संबंधित है।"
5348024557506151_f743_chunk_3_subchunk_1.wav,वह गुजराती कॉमेडी नाटकों का फ़िल्म रूपांतर बन कर रह गई है,वह गुजराती कॉमेडी नाटकों का फ़िल्म रूपांतर बन कर रह गई है,"आधारित परीक्षण के बाद, मैंने निष्कर्ष निकाला है कि यह स्पीच डेटा का क्षेत्र है: 'Entertainment'"
5348024557506151_f743_chunk_4_subchunk_1.wav,और दर्शक,और दर्शक,"Based on the given normalized Hindi transcript ""और दर्शक"", I would determine the general domain of the speech dataset as ""Interview"" or more specifically ""Television Interview""."
5348024557506151_f743_chunk_5_subchunk_1.wav,पहले से ही हिंदी फ़िल्मों के और हिंदी कंटेंट,पहले से ही हिंदी फ़िल्मों के और हिंदी कंटेंट,"आधारित परामर्श के आधार पर, मैं इस नॉर्मलाइज़ किए गए हिंदी ट्रांसक्रिप्ट का विश्लेषण करता हूं और यह निष्कर्ष निकालता हूं कि यह ट्रांसक्रिप्ट 'Entertainment' के क्षेत्र से संबंधित है।"
5348024557506151_f743_chunk_6_subchunk_1.wav,फ़िल्मों के प्रति इतने जल्दी आकर्षित नहीं होते हैं तो अगर वह मल्टीप्लेक्स में जाते हैं और उनके पास अगर दो विकल्प हैं,फ़िल्मों के प्रति इतने जल्दी आकर्षित नहीं होते हैं तो अगर वह मल्टीप्लेक्स में जाते हैं और उनके पास अगर दो विकल्प हैं,"आधारित परीक्षण के बाद, मैंने निष्कर्ष निकाला है कि इस हिंदी ट्रांसक्रिप्ट का क्षेत्र है: 'सिनेमा' या 'मूवी रिव्यू'।"
5348024557506151_f743_chunk_7_subchunk_1.wav,जब से ओ टी टी आया है इन्टरनेट आया है सोशल मीडिया आया है तब,जब से ओ टी टी आया है इन्टरनेट आया है सोशल मीडिया आया है तब,"आधुनिक जीवन की बातचीत (Modern Life Conversation)

यह ट्रांसक्रिप्ट सामान्य रूप से आधुनिक जीवन की बातचीत के बारे में है, जिसमें टेक्नोलॉजी और सोशल मीडिया के प्रभाव पर चर्चा की जा रही है।"
5348024557506158_f697_chunk_0_subchunk_1.wav,हमारे सौर मंडल में पृथ्वी,हमारे सौर मंडल में पृथ्वी,"आfter analyzing the given Hindi transcript, I would categorize the domain as 'Education'. 

The language and vocabulary used in the transcript suggest a formal and informative tone, which is typical of educational content. The mention of 'सौर मंडल' (solar system) and 'पृथ्वी' (earth) also indicates a focus on scientific or academic topics, further supporting the 'Education' domain."
5348024557506158_f697_chunk_10_subchunk_1.wav,तो क्या ऐसा,तो क्या ऐसा,"Based on the given normalized Hindi transcript ""तो क्या ऐसा"", I would analyze it as a casual conversation or a dialogue. The use of colloquial phrases like ""तो क्या"" (so what) and the informal tone suggest that this is a conversation between friends or acquaintances.

Therefore, I would categorize the domain as ""Conversation""."
5348024557506158_f697_chunk_11_subchunk_1.wav,आज के दौर में वहाँ पर विकसित जीव सृष्टि पनप,आज के दौर में वहाँ पर विकसित जीव सृष्टि पनप,"आज के दौर में वहाँ पर विकसित जीव सृष्टि पनप

आशा है कि यह प्रश्न सही ढंग से समझ में आया होगा।

इस प्रश्न के आधार पर, मैं इसे 'शिक्षा' या 'विज्ञान' के क्षेत्र में रखूंगा, क्योंकि इसमें जीव सृष्टि और विकास के बारे में बात की जा रही है, जो विज्ञान के एक महत्वपूर्ण हिस्से का है।"
5348024557506158_f697_chunk_1_subchunk_1.wav,जीव सृष्टि है ऐसे कोई प्रमाण नहीं मिले हैं मंगल पर जीव सृष्टि होने की थ्योरीज़ काफ़ी दशकों से चलती आ रही,जीव सृष्टि है ऐसे कोई प्रमाण नहीं मिले हैं मंगल पर जीव सृष्टि होने की थ्योरीज़ काफ़ी दशकों से चलती आ रही,"आधार परीक्षण के आधार पर, मैं इस नॉर्मलाइज़ किए गए हिंदी ट्रांसक्रिप्ट का विश्लेषण करता हूं और यह निष्कर्ष निकालता हूं कि यह ट्रांसक्रिप्ट का डोमेन है:

'विज्ञान'

यह ट्रांसक्रिप्ट विज्ञान से संबंधित विषयों पर चर्चा करती है, जैसे कि जीव सृष्टि और मंगल पर जीवन की संभावना। ट्रांसक्रिप्ट में वैज्ञानिक शब्दों और अवधारणाओं का उपयोग किया गया है, जैसे कि ""प्रमाण"", ""थ्योरीज़"", और ""दशकों"", जो इस बात की पुष्टि करते हैं कि यह ट्रांसक्रिप्ट विज्ञान से संबंधित है।"
5348024557506158_f697_chunk_2_subchunk_1.wav,लेकिन जहाँ तक हमें मार्स रोवर,लेकिन जहाँ तक हमें मार्स रोवर,"Based on the given Hindi transcript, I would analyze it as follows:

- The transcript mentions ""मार्स रोवर"" which translates to ""Mars Rover"" in English. This suggests that the conversation is related to space or astronomy.
- The use of technical terms like ""मार्स रोवर"" indicates that the conversation is likely to be informative or educational in nature.

Considering these points, I would categorize the general domain of the speech dataset as ""Education"" or more specifically ""Science Education""."
5348024557506158_f697_chunk_3_subchunk_1.wav,वहाँ,वहाँ,"आवश्यक जानकारी की कमी है, लेकिन इस प्रश्न के आधार पर, मैं एक अनुमान लगा सकता हूँ।

इस प्रश्न के आधार पर, मैं सोचता हूँ कि यह एक 'Conversation' या 'Dialogue' का हिस्सा हो सकता है, जिसमें किसी व्यक्ति ने कहा है कि वहाँ कुछ है, लेकिन इसके बारे में अधिक जानकारी नहीं दी गई है।

यदि आपके पास अधिक पाठ्य सामग्री है, तो मैं इसे और विश्लेषण कर सकता हूँ और अधिक सटीक निष्कर्ष निकाल सकता हूँ।"
5348024557506158_f697_chunk_4_subchunk_1.wav,अगर जीव सृष्टी है तो वह,अगर जीव सृष्टी है तो वह,आध्यात्मिक (Spiritual)
5348024557506158_f697_chunk_5_subchunk_1.wav,हम,हम,"Based on the given normalized Hindi transcript ""हम"", I would determine the general domain of the speech dataset as 'Conversation'. 

This is because the word ""हम"" (ham) is a first-person singular pronoun in Hindi, which is commonly used in informal conversations. It does not have a specific context that would point to a particular domain like 'News', 'Call Center', or 'Interview'."
5348024557506158_f697_chunk_6_subchunk_1.wav,एक्सटर्नल लाइफ ऑन अदर प्लनेट्स की व्याख्या में रखें ऐसी कोई जीव,एक्सटर्नल लाइफ ऑन अदर प्लनेट्स की व्याख्या में रखें ऐसी कोई जीव,आउट ऑफ वर्ल्ड
5348024557506158_f697_chunk_7_subchunk_1.wav,और जहाँ तक मुझे आकर्षित करने वाली थियरीज़ की बात है तो,और जहाँ तक मुझे आकर्षित करने वाली थियरीज़ की बात है तो,"Based on the given Hindi transcript, I would analyze it as follows:

- The language used is formal and academic, with the use of words like ""थियरीज़"" (theories).
- The speaker seems to be discussing abstract concepts, which suggests a domain related to education or academia.

Considering these factors, I would categorize the domain as ""Education"" or more specifically, ""Academic Discussion""."
5348024557506158_f697_chunk_8_subchunk_1.wav,लाखों प्रकाश वर्ष दूर है करोड़ों प्रकाश वर्ष दूर है,लाखों प्रकाश वर्ष दूर है करोड़ों प्रकाश वर्ष दूर है,आउटलुक (Outlook)
5348024557506158_f697_chunk_9_subchunk_1.wav,अपने साथ जो इन्फर्मेशन लाता है,अपने साथ जो इन्फर्मेशन लाता है,"Based on the given normalized Hindi transcript, I would analyze it as a 'Conversation' domain. 

The transcript appears to be a casual, informal statement, possibly from a conversation between two people. The phrase ""अपने साथ जो इन्फर्मेशन लाता है"" can be translated to ""what information it brings with it"" or ""what information it carries"", which suggests a casual, everyday conversation."
5348024557506159_f698_chunk_0_subchunk_1.wav,हमारे राज्य में कृषि को ज़्यादा असर पहुँचाने वाले,हमारे राज्य में कृषि को ज़्यादा असर पहुँचाने वाले,आगामी किसानों के लिए शिक्षा और प्रशिक्षण का महत्व पर बातचीत का क्षेत्र हो सकता है।
5348024557506159_f698_chunk_10_subchunk_1.wav,जहाँ तक किसानों की,जहाँ तक किसानों की,"Based on the given normalized Hindi transcript ""जहाँ तक किसानों की"", I would determine the general domain of the speech dataset as ""News"" or more specifically ""News/Politics"" or ""Politics"" because the words used in the transcript like ""किसानों"" (kisans, meaning farmers) and the structure of the sentence suggest a discussion related to current events or policies affecting farmers."
